origin_zone,total,Hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23
829,30,0,0,0,0,0,1,1,1,3,1,1,5,3,3,1,3,0,2,2,1,1,0,1,0
830,46,0,0,0,0,0,1,3,2,5,3,2,0,6,0,1,4,5,2,6,1,3,1,1,0
831,31,0,0,0,0,1,2,0,2,1,2,4,2,2,2,1,0,2,1,6,0,2,0,0,1
832,305,0,0,0,0,0,12,17,25,24,19,17,19,21,16,16,19,18,20,9,15,14,14,9,1
833,50,0,0,0,0,1,2,2,2,4,2,1,4,5,5,3,1,5,4,2,1,2,3,1,0
834,253,0,0,0,0,1,6,4,8,9,10,11,16,18,10,19,25,28,34,26,15,3,7,2,1
835,309,0,0,0,0,1,2,3,9,6,8,16,15,32,20,34,38,33,29,25,12,13,8,4,1
836,58,0,0,0,0,0,1,2,2,2,8,3,3,4,5,5,6,8,4,2,1,0,2,0,0
837,30,0,0,0,0,0,0,1,3,2,3,4,1,0,2,1,3,1,4,1,1,1,1,1,0
838,67,0,0,0,0,0,2,1,7,7,5,4,5,5,4,3,6,0,8,1,4,4,0,1,0
839,124,0,0,0,0,1,3,2,6,8,8,12,8,6,9,9,11,11,5,11,6,2,1,4,1
840,57,0,0,0,0,1,1,1,2,2,1,2,3,2,3,10,5,5,3,5,3,6,1,0,1
841,65,0,0,0,0,0,1,2,2,2,1,1,8,7,4,6,5,3,5,6,6,3,2,1,0
842,182,0,0,0,0,0,5,5,5,5,6,12,1,10,13,17,10,19,20,18,15,8,8,5,0
843,94,0,0,0,0,1,2,6,3,8,5,8,3,8,7,5,7,4,13,4,5,1,3,1,0
844,91,0,0,0,0,0,2,1,5,9,9,4,11,7,4,8,12,6,6,3,2,1,1,0,0
845,75,0,0,0,0,0,2,4,5,6,4,2,2,3,4,5,4,8,5,8,6,4,3,0,0
846,54,0,0,0,0,0,3,1,3,0,6,4,3,1,1,5,7,6,4,4,1,2,1,2,0
847,34,0,0,0,0,0,2,1,3,2,2,1,4,1,3,0,2,6,4,2,1,0,0,0,0
848,200,0,0,0,0,2,2,4,2,6,4,7,15,13,18,13,17,23,16,18,13,14,9,4,0
849,139,0,0,0,0,1,0,6,14,12,14,5,6,8,11,12,8,13,9,5,5,4,2,3,1
850,66,0,0,0,0,0,0,1,5,1,5,4,1,4,7,4,8,5,4,8,4,4,0,0,1
851,76,0,0,0,0,0,3,0,2,5,9,7,1,6,4,4,5,5,7,4,6,3,2,1,2
852,154,0,0,0,0,2,0,3,6,16,9,10,7,9,5,15,12,11,14,13,6,6,8,1,1
853,126,0,0,0,0,1,2,6,13,9,9,6,11,9,8,5,10,11,6,4,8,3,4,1,0
854,71,0,0,0,0,2,1,3,7,3,8,1,6,3,2,5,6,4,3,8,2,1,4,2,0
855,31,0,0,0,0,0,1,1,3,0,5,1,0,3,2,3,2,3,2,4,0,1,0,0,0
856,94,0,0,0,0,3,2,6,9,5,11,6,7,5,7,8,6,3,3,5,2,1,3,2,0
857,52,0,0,0,0,2,2,3,6,2,4,5,1,1,5,1,5,2,1,5,3,2,1,1,0
858,137,0,0,0,0,1,6,10,11,10,12,9,5,7,7,9,5,9,8,10,6,6,0,5,1
859,108,0,0,0,0,2,6,5,4,5,8,6,6,12,10,7,9,4,6,8,4,4,1,1,0
860,149,0,0,0,0,1,0,6,7,14,14,9,8,7,6,12,7,13,11,7,9,11,3,3,1
861,146,0,0,0,0,2,2,9,11,12,10,13,8,5,8,6,9,6,15,9,5,9,4,3,0
862,189,0,0,0,0,1,4,10,14,15,13,14,22,9,7,12,11,12,13,8,6,5,9,3,1
863,119,0,0,0,0,0,3,6,10,7,7,7,12,5,4,7,5,15,9,4,1,7,6,4,0
864,109,0,0,0,0,0,2,4,9,9,8,7,9,10,9,5,4,6,6,2,6,5,3,4,1
865,220,0,0,0,0,3,6,8,13,9,13,16,13,21,11,13,12,15,23,13,8,8,9,5,1
866,26,0,0,0,0,0,0,3,2,3,1,0,1,3,3,0,4,4,1,1,0,0,0,0,0
867,72,0,0,0,0,0,1,0,3,4,5,5,9,4,5,4,7,5,7,2,6,2,2,1,0
868,256,0,0,0,0,4,3,14,15,18,12,15,17,22,19,7,23,21,20,13,13,11,5,3,1
869,30,0,0,0,0,0,0,1,3,2,8,0,2,2,2,1,2,0,0,2,1,3,1,0,0
870,102,0,0,0,0,1,4,9,6,7,3,4,5,16,8,6,7,6,7,2,3,4,2,2,0
871,165,0,0,0,0,1,1,9,12,17,14,9,8,7,11,15,9,10,9,14,8,5,4,2,0
872,270,0,0,0,0,0,2,12,27,16,19,17,18,18,20,21,18,16,20,17,9,6,8,5,1
873,26,0,0,0,0,0,0,0,1,1,0,2,1,0,6,3,2,4,1,2,3,0,0,0,0
874,92,0,0,0,0,2,4,8,8,7,4,8,6,6,4,5,6,3,7,1,2,7,4,0,0
875,147,0,0,0,0,0,5,10,10,14,14,9,10,10,10,5,11,5,11,3,8,7,2,2,1
876,248,0,0,0,0,0,5,9,7,10,16,17,23,16,18,15,17,16,22,23,11,15,4,4,0
877,222,0,0,0,0,0,5,5,6,12,9,18,18,18,14,15,19,22,19,11,8,8,5,9,1
878,90,0,0,0,0,0,1,3,4,4,10,8,7,7,5,7,8,10,6,5,1,2,1,1,0
879,211,0,0,0,0,1,3,14,10,16,13,13,14,14,19,10,14,13,11,12,14,7,8,5,0
880,212,0,0,0,0,2,4,16,18,21,19,11,11,15,9,14,12,15,10,10,8,7,4,4,2
881,128,0,0,0,0,3,2,6,8,12,5,11,8,8,7,5,9,11,14,5,3,6,3,2,0
882,253,0,0,0,0,1,6,29,28,21,19,22,13,18,9,12,9,14,13,8,11,8,7,5,0
883,314,0,0,0,0,2,8,12,23,19,13,19,25,23,15,20,20,15,33,18,22,16,8,2,1
884,45,0,0,0,0,1,1,3,3,4,2,3,4,4,2,3,4,5,2,0,1,1,1,1,0
885,37,0,0,0,0,0,0,2,2,5,5,3,3,1,3,1,3,3,1,2,1,0,2,0,0
886,245,0,0,0,0,2,3,18,20,20,15,17,16,18,14,15,9,16,18,13,9,7,8,6,1
887,9,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0
888,688,0,0,0,0,3,15,58,71,69,59,41,34,37,42,36,36,42,37,34,26,21,16,10,1
889,285,0,0,0,0,2,10,15,26,19,16,16,17,12,16,14,24,19,31,10,16,10,5,7,0
890,42,0,0,0,0,1,2,2,4,2,2,3,4,2,0,3,4,3,3,2,1,0,3,1,0
891,73,0,0,0,0,1,4,5,2,8,3,5,3,5,4,4,6,11,1,4,2,1,2,2,0
892,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
893,9,0,0,0,0,0,1,0,1,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0
894,53,0,0,0,0,0,0,2,6,8,7,5,2,3,2,2,1,2,5,2,1,2,2,0,1
895,670,0,0,0,0,2,14,22,25,31,49,62,51,44,39,44,44,49,43,39,36,28,24,19,5
896,138,0,0,0,0,0,6,6,10,10,14,7,13,11,5,9,9,10,8,6,3,4,5,2,0
897,2042,0,0,0,0,7,32,37,61,68,82,87,107,110,136,148,147,199,166,149,122,103,103,125,53
898,332,0,0,0,0,0,6,7,17,23,27,30,26,16,14,17,24,14,21,14,19,13,17,18,9
899,443,0,0,0,0,2,6,12,12,20,40,32,26,36,39,44,36,35,37,20,15,8,8,11,4
900,536,0,0,0,0,0,6,9,18,21,34,30,37,33,34,48,57,52,46,33,40,17,14,5,2
901,201,0,0,0,0,1,4,11,11,20,14,18,21,12,12,12,14,9,8,13,8,7,5,1,0
902,1095,0,0,0,0,5,19,24,46,48,64,74,67,74,79,79,74,69,81,72,51,59,45,49,16
903,2058,0,0,0,0,6,19,30,46,59,72,104,114,128,128,160,161,186,186,140,144,137,144,77,17
904,859,0,0,0,0,2,4,6,11,8,20,26,42,48,57,76,74,78,84,79,69,64,61,42,8
905,39,0,0,0,0,0,2,2,6,3,5,3,0,1,1,4,0,1,5,3,1,0,1,1,0
906,655,0,0,0,0,1,9,18,31,55,47,56,54,56,40,33,39,53,48,33,25,26,14,11,6
907,27,0,0,0,0,0,0,1,1,3,5,1,0,4,2,2,1,1,0,2,1,1,2,0,0
908,502,0,0,0,0,1,10,9,17,39,34,35,38,32,31,35,32,32,56,24,20,24,18,11,4
909,466,0,0,0,0,0,5,9,24,26,32,37,32,32,32,29,27,31,41,31,25,20,11,19,3
910,245,0,0,0,0,1,4,15,17,24,23,16,22,17,14,17,11,10,9,16,13,7,5,3,1
911,382,0,0,0,0,0,7,11,21,29,16,36,28,27,29,30,33,26,23,26,16,8,10,4,2
912,120,0,0,0,0,0,1,8,6,19,11,12,9,4,7,2,7,7,4,6,4,4,6,3,0
913,368,0,0,0,0,0,9,6,22,22,41,30,28,29,29,32,23,23,21,25,9,6,7,4,2
914,490,0,0,0,0,1,3,10,20,33,38,35,43,35,28,24,34,29,26,22,33,32,20,18,6
915,458,0,0,0,0,0,7,10,29,29,41,39,39,33,23,26,28,22,26,26,28,20,18,8,6
916,507,0,0,0,0,3,7,8,23,36,40,43,43,29,39,37,29,32,35,23,29,20,21,3,7
917,636,0,0,0,0,2,11,28,48,58,53,57,48,44,32,29,30,44,38,37,32,14,17,10,4
918,75,0,0,0,0,0,0,1,7,8,9,11,6,7,3,1,3,5,4,1,3,5,1,0,0
919,94,0,0,0,0,0,1,3,5,8,7,4,3,8,3,7,7,6,4,8,3,6,8,2,1
920,209,0,0,0,0,0,3,8,10,13,12,18,12,10,13,6,15,17,17,12,16,11,5,10,1
921,96,0,0,0,0,2,0,1,3,6,8,5,6,4,7,3,6,11,6,8,4,5,5,6,0
922,226,0,0,0,0,1,6,7,16,22,16,13,10,14,17,17,9,7,11,16,10,13,14,7,0
923,138,0,0,0,0,0,3,2,7,11,9,8,9,4,4,8,6,7,8,14,9,9,10,5,5
924,243,0,0,0,0,3,2,6,15,19,17,15,10,11,13,8,15,8,17,13,22,20,17,9,3
925,287,0,0,0,0,2,4,8,15,11,16,20,19,20,9,23,22,30,35,18,15,7,8,4,1
926,34,0,0,0,0,0,2,1,3,4,2,2,2,2,2,3,2,3,0,3,2,1,0,0,0
927,265,0,0,0,0,0,6,2,12,23,16,15,25,15,18,16,14,15,17,15,18,15,10,10,3
928,135,0,0,0,0,0,1,3,8,12,14,17,6,4,10,14,14,9,9,6,2,0,5,1,0
929,60,0,0,0,0,0,0,3,5,7,7,5,6,8,2,2,4,1,2,1,2,3,2,0,0
930,241,0,0,0,0,1,4,7,16,20,16,12,20,9,15,17,11,14,24,13,17,7,10,6,2
931,396,0,0,0,0,2,3,6,21,20,28,24,36,26,17,30,27,33,48,30,19,16,7,2,1
932,845,0,0,0,0,1,5,5,15,20,28,34,37,50,42,73,87,93,110,89,67,61,22,4,2
933,242,0,0,0,0,0,2,6,16,27,29,23,21,12,11,9,11,15,21,10,11,8,4,3,3
934,433,0,0,0,0,2,6,9,21,38,46,36,25,32,21,23,33,26,30,34,25,14,6,6,0
935,638,0,0,0,0,1,6,14,36,41,59,57,45,43,45,44,30,43,44,37,33,24,12,20,4
936,747,0,0,0,0,2,11,22,35,39,60,49,64,48,50,49,47,53,46,44,45,36,32,13,2
937,317,0,0,0,0,0,5,5,17,27,34,24,21,24,20,17,23,24,23,18,14,7,9,5,0
938,147,0,0,0,0,0,7,4,3,11,12,10,12,9,9,9,10,12,10,7,5,11,6,0,0
939,53,0,0,0,0,0,1,2,4,3,1,4,6,2,4,6,4,5,3,4,1,0,2,1,0
940,90,0,0,0,0,0,0,6,3,7,5,10,12,8,2,6,7,8,4,3,4,0,3,2,0
941,74,0,0,0,0,0,0,1,3,4,6,5,5,8,7,6,2,2,11,3,7,3,0,1,0
942,51,0,0,0,0,0,0,1,4,3,3,4,5,3,4,4,4,2,4,5,1,2,1,1,0
943,177,0,0,0,0,1,4,11,11,11,15,19,15,10,4,10,10,9,12,16,9,6,0,4,0
944,170,0,0,0,0,1,5,8,14,15,13,14,8,8,11,7,11,11,10,17,7,2,4,3,1
945,156,0,0,0,0,1,2,11,13,27,13,12,14,7,7,6,7,9,6,10,3,3,2,3,0
946,53,0,0,0,0,1,0,0,1,0,2,4,3,1,3,5,9,7,6,5,2,1,3,0,0
947,219,0,0,0,0,1,2,2,3,8,5,10,11,15,11,23,20,19,30,13,20,12,9,5,0
948,390,0,0,0,0,2,1,5,9,19,22,24,34,33,27,24,40,29,45,21,13,20,9,7,6
949,663,0,0,0,0,1,12,20,32,44,53,41,52,39,46,50,53,51,48,40,28,25,17,11,0
950,351,0,0,0,0,1,6,24,32,38,19,15,16,18,19,19,22,26,25,32,14,13,10,2,0
951,283,0,0,0,0,1,10,18,20,28,23,26,17,13,21,14,18,19,19,10,9,7,6,3,1
952,638,0,0,0,0,5,7,28,30,42,43,43,31,45,45,36,44,51,49,43,36,32,20,7,1
953,175,0,0,0,0,0,2,1,4,10,5,10,13,9,17,17,10,13,14,15,15,8,8,4,0
954,120,0,0,0,0,0,6,3,3,8,4,8,1,8,10,13,12,10,8,13,6,5,2,0,0
955,154,0,0,0,0,1,1,1,1,1,1,1,5,11,10,7,9,19,24,14,14,11,12,10,1
956,30,0,0,0,0,0,0,2,0,1,0,2,2,3,1,3,5,4,2,1,2,0,1,0,1
957,280,0,0,0,0,2,7,11,14,14,16,19,22,16,20,16,15,34,31,22,11,5,5,0,0
958,550,0,0,0,0,2,6,14,20,27,19,33,45,38,26,54,56,57,51,38,28,17,13,6,0
959,135,0,0,0,0,2,1,5,9,5,4,10,8,16,11,6,8,5,9,9,8,8,7,4,0
960,145,0,0,0,0,0,2,11,8,7,8,10,6,18,12,11,11,8,12,10,4,3,2,2,0
961,37,0,0,0,0,0,2,1,2,2,2,1,2,2,3,2,3,3,7,1,1,1,1,1,0
962,131,0,0,0,0,0,7,8,10,9,13,11,5,10,11,7,6,9,11,4,4,1,4,1,0
963,50,0,0,0,0,0,2,3,6,3,6,1,2,4,1,2,4,2,2,6,2,3,0,1,0
964,95,0,0,0,0,0,2,3,7,5,8,4,5,5,5,6,9,9,14,7,4,1,1,0,0
965,145,0,0,0,0,3,3,7,7,6,11,9,16,11,9,10,7,12,8,4,8,7,5,2,0
966,143,0,0,0,0,4,4,4,6,8,12,15,8,8,11,9,10,10,11,6,5,5,4,3,0
967,167,0,0,0,0,3,6,2,9,8,9,7,12,6,11,10,16,16,16,13,10,5,4,2,2
968,57,0,0,0,0,0,2,5,2,3,8,5,4,2,1,6,4,2,5,1,4,0,2,1,0
969,189,0,0,0,0,1,5,13,17,17,14,11,11,9,12,6,17,12,6,11,8,10,7,2,0
970,146,0,0,0,0,0,4,5,4,7,11,11,11,12,11,9,12,9,11,6,5,9,7,2,0
971,171,0,0,0,0,1,9,4,6,2,9,8,16,15,12,13,13,14,16,14,8,6,3,2,0
972,494,0,0,0,0,1,5,14,16,17,28,45,35,43,33,23,34,38,32,33,36,27,22,9,3
973,165,0,0,0,0,1,3,0,5,6,11,12,11,17,6,19,10,21,9,12,7,5,5,4,1
974,116,0,0,0,0,2,3,6,11,10,8,7,6,6,6,4,7,6,10,10,3,4,3,3,1
975,84,0,0,0,0,1,0,1,1,1,10,6,5,11,4,3,4,10,8,5,6,4,2,2,0
976,61,0,0,0,0,0,3,3,1,1,7,4,4,4,7,5,5,2,2,5,3,1,2,1,1
977,1867,0,0,0,0,3,33,40,39,51,119,145,136,143,116,138,136,149,172,130,111,91,75,29,11
978,380,0,0,0,0,0,5,6,8,7,26,36,30,34,27,28,27,33,22,31,20,20,12,7,1
979,45,0,0,0,0,0,3,4,2,1,3,4,2,3,5,2,2,2,3,1,2,1,2,2,1
980,106,0,0,0,0,0,0,1,4,2,14,12,8,7,9,5,4,6,11,6,3,4,7,3,0
981,87,0,0,0,0,0,0,2,2,3,12,9,7,9,4,5,6,8,5,6,2,0,4,3,0
982,8,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
983,110,0,0,0,0,1,5,5,7,16,10,8,4,4,6,3,6,7,11,4,6,5,2,0,0
984,198,0,0,0,0,0,2,9,5,10,12,21,16,11,19,10,13,21,16,10,4,8,3,7,1
985,501,0,0,0,0,1,10,19,25,30,53,36,36,35,29,31,39,34,25,22,21,25,12,12,6
986,145,0,0,0,0,0,0,4,3,2,11,20,8,11,17,10,9,10,13,9,6,7,2,2,1
987,116,0,0,0,0,0,3,3,5,9,12,7,9,11,5,7,7,9,8,8,2,6,4,1,0
988,151,0,0,0,0,1,1,6,11,5,6,10,17,13,11,12,14,14,13,7,2,5,2,0,1
989,34,0,0,0,0,0,2,4,2,7,2,0,2,1,1,0,2,4,1,3,2,0,0,1,0
990,107,0,0,0,0,1,4,6,6,9,11,12,5,2,7,8,2,7,6,4,7,2,3,5,0
991,12,0,0,0,0,0,1,3,2,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0
992,361,0,0,0,0,3,10,25,28,33,32,20,22,22,13,19,27,23,28,18,15,5,9,8,1
993,121,0,0,0,0,0,1,3,2,6,10,6,6,6,9,27,13,11,9,2,4,3,2,1,0
994,179,0,0,0,0,1,6,8,18,19,12,9,11,8,14,9,6,10,18,9,9,7,3,2,0
995,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0
996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
997,59,0,0,0,0,1,2,8,3,6,7,3,2,2,2,1,7,3,3,3,3,2,1,0,0
998,148,0,0,0,0,0,7,7,15,12,11,12,10,4,8,9,13,12,7,10,6,1,3,1,0
999,121,0,0,0,0,0,6,8,12,8,6,13,11,8,8,5,6,10,7,4,2,5,1,1,0
1000,33,0,0,0,0,0,3,1,3,3,1,1,4,2,4,0,2,5,3,1,0,0,0,0,0
1001,39,0,0,0,0,0,4,5,2,5,1,1,2,5,1,0,1,1,2,5,3,1,0,0,0
1002,7,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
1003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1006,394,0,0,0,0,3,16,21,32,29,20,33,24,19,18,15,29,26,26,24,18,19,9,10,3
1007,300,0,0,0,0,7,21,32,44,30,20,11,11,13,12,10,12,12,16,16,11,8,6,6,2
1008,27,0,0,0,0,0,1,0,4,0,4,1,2,2,3,2,2,2,2,1,1,0,0,0,0
1009,50,0,0,0,0,2,1,2,4,3,3,2,4,1,6,4,3,4,4,2,2,1,2,0,0
1010,110,0,0,0,0,0,6,11,14,10,14,5,9,6,2,6,8,6,5,2,1,2,0,3,0
1011,115,0,0,0,0,0,10,15,16,17,8,9,6,10,1,3,4,2,5,2,3,1,1,2,0
1016,28,0,0,0,0,0,1,2,0,1,1,2,1,0,3,0,1,4,5,2,1,1,0,1,2
1017,153,0,0,0,0,0,0,4,11,8,6,7,7,11,12,16,11,13,13,8,5,11,8,1,1
1018,162,0,0,0,0,0,3,6,7,15,9,7,10,15,13,8,17,5,15,11,5,7,7,1,1
1019,97,0,0,0,0,0,0,5,1,4,3,5,6,3,3,12,11,8,13,9,6,3,4,1,0
1020,134,0,0,0,0,0,4,4,4,8,15,9,14,6,9,6,5,10,5,15,6,6,5,2,1
1021,79,0,0,0,0,1,0,1,4,6,5,4,5,6,5,1,3,10,9,7,1,5,5,1,0
1022,20,0,0,0,0,0,1,3,0,0,2,1,1,2,0,1,2,4,1,1,1,0,0,0,0
1023,20,0,0,0,0,1,0,1,1,1,1,3,2,0,1,2,3,1,1,0,0,2,0,0,0
1024,46,0,0,0,0,0,1,2,4,3,9,2,3,1,1,0,4,3,4,0,2,0,3,4,0
1025,198,0,0,0,0,0,8,5,12,11,15,21,14,8,15,19,9,12,13,13,7,2,6,6,2
1026,112,0,0,0,0,1,3,4,4,5,6,14,6,6,6,10,7,8,8,9,5,4,3,2,1
1027,98,0,0,0,0,1,5,3,7,9,11,11,5,2,4,5,5,6,5,4,6,3,3,3,0
1028,66,0,0,0,0,1,1,1,1,1,5,0,5,5,5,4,6,4,8,9,5,4,1,0,0
1029,102,0,0,0,0,1,1,2,1,6,8,7,3,8,9,7,6,11,8,3,15,1,4,0,1
1030,62,0,0,0,0,0,0,0,1,1,1,1,5,4,8,6,2,9,7,5,5,2,3,2,0
1031,22,0,0,0,0,0,0,0,0,0,2,0,3,6,1,1,2,0,3,2,1,1,0,0,0
1032,247,0,0,0,0,2,5,3,7,12,5,11,14,15,19,19,18,23,24,19,21,10,14,5,1
1033,19,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1,2,2,2,1,1,0,1,0
1034,42,0,0,0,0,1,0,2,2,2,2,3,4,2,0,4,4,1,5,2,2,5,1,0,0
1035,91,0,0,0,0,0,2,2,3,5,3,5,5,8,6,6,6,7,10,3,9,5,5,1,0
1036,79,0,0,0,0,1,0,1,5,3,3,9,5,5,1,8,5,6,10,8,3,3,1,2,0
1037,103,0,0,0,0,0,0,1,2,6,7,8,6,6,13,6,9,8,13,6,7,0,2,2,1
1038,193,0,0,0,0,1,1,6,9,7,7,8,9,14,18,11,13,28,28,12,7,4,7,3,0
1039,249,0,0,0,0,0,2,8,7,8,7,16,18,21,24,26,19,22,27,15,10,10,7,1,1
1040,208,0,0,0,0,2,7,8,18,15,15,18,18,12,15,13,8,12,15,9,4,10,6,1,2
1041,19,0,0,0,0,0,0,2,0,1,3,0,0,2,0,0,2,2,1,2,0,0,1,1,2
1042,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1043,16,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,2,0,1,3,0,3,0,0,0
1044,28,0,0,0,0,0,0,0,2,0,2,0,5,3,5,0,0,4,0,2,5,0,0,0,0
1045,18,0,0,0,0,0,1,2,0,0,1,2,0,4,1,0,1,3,2,1,0,0,0,0,0
1046,77,0,0,0,0,0,1,1,1,3,5,4,1,7,6,16,2,13,6,6,2,2,0,0,1
1047,21,0,0,0,0,0,1,0,1,3,0,0,2,0,2,4,0,2,1,1,2,0,1,0,1
1048,24,0,0,0,0,1,0,2,2,1,2,2,2,0,2,1,2,2,1,1,0,0,1,1,1
1049,52,0,0,0,0,0,4,5,2,3,6,5,4,2,3,1,1,5,3,2,0,2,3,0,1
1050,81,0,0,0,0,1,1,5,6,7,6,5,2,8,3,6,5,6,8,4,3,2,1,2,0
1051,74,0,0,0,0,1,3,4,5,6,7,3,8,2,7,5,3,2,7,4,1,2,4,0,0
1052,51,0,0,0,0,0,0,3,4,5,3,2,2,5,3,2,6,2,5,3,2,2,2,0,0
1053,43,0,0,0,0,0,1,2,1,2,3,3,0,2,4,3,2,4,1,7,3,2,2,1,0
1054,40,0,0,0,0,0,1,2,2,0,0,2,1,7,4,2,2,7,3,1,1,2,3,0,0
1055,72,0,0,0,0,1,2,3,8,5,5,4,3,4,3,8,5,7,5,2,2,1,3,1,0
1056,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1057,73,0,0,0,0,0,2,6,2,5,3,4,3,7,4,14,6,2,1,6,2,5,1,0,0
1058,38,0,0,0,0,0,1,2,2,4,3,2,2,2,0,2,6,3,2,4,0,0,1,1,1
1059,84,0,0,0,0,0,3,5,5,11,3,4,7,2,3,6,8,7,6,3,3,7,1,0,0
1060,116,0,0,0,0,1,4,9,7,11,10,8,8,6,5,2,8,4,6,13,5,6,2,1,0
1061,15,0,0,0,0,0,1,0,1,3,2,0,0,0,1,1,0,3,0,2,1,0,0,0,0
1062,66,0,0,0,0,0,1,2,5,6,2,3,5,7,4,11,6,2,3,2,3,3,0,1,0
1063,42,0,0,0,0,0,0,1,2,3,2,2,3,3,2,1,1,3,6,2,3,3,1,3,1
1064,132,0,0,0,0,0,1,3,4,4,6,8,8,10,8,14,12,9,18,14,6,3,4,0,0
1065,15,0,0,0,0,0,1,0,0,0,0,2,2,1,0,3,0,3,0,1,1,0,0,1,0
1066,164,0,0,0,0,0,3,5,8,15,14,12,11,12,11,16,8,12,10,10,6,3,2,5,1
1067,109,0,0,0,0,0,1,3,5,7,3,5,7,8,6,10,9,7,11,7,12,4,3,1,0
1068,215,0,0,0,0,1,2,14,15,11,10,14,24,13,6,11,16,18,19,11,12,9,4,4,1
1069,81,0,0,0,0,1,0,1,4,4,1,2,7,3,6,4,4,6,8,6,6,12,5,1,0
1070,358,0,0,0,0,0,9,20,23,29,25,24,22,20,20,24,21,24,26,23,12,13,14,9,0
1071,275,0,0,0,0,3,4,14,18,28,18,16,19,12,18,19,19,10,8,20,14,14,10,6,5
1072,389,0,0,0,0,1,10,25,36,29,29,24,26,17,24,18,24,25,25,23,12,21,9,9,2
1073,113,0,0,0,0,1,0,5,9,7,8,8,11,7,5,7,5,13,8,7,3,5,1,3,0
1074,152,0,0,0,0,1,3,5,8,5,5,8,10,10,9,12,25,23,10,5,5,3,3,2,0
1075,180,0,0,0,0,0,2,8,14,18,10,15,10,10,8,9,12,10,16,14,15,4,3,2,0
1076,237,0,0,0,0,0,2,3,6,6,21,22,22,25,16,20,13,23,15,10,11,9,7,5,1
1077,118,0,0,0,0,0,0,3,2,5,14,6,10,8,10,12,13,15,13,2,2,0,3,0,0
